Column 1,Column 2,Column 3
0.005062103271484375,0.0018486976623535156,0.0
0.005062103271484375,0.0018486976623535156,0.0
0.005062103271484375,0.001848459243774414,0.0
0.005062103271484375,0.0018486976623535156,0.0
0.005062103271484375,0.001848459243774414,0.0
0.005062103271484375,0.001848459243774414,0.0
0.005062103271484375,0.001848459243774414,0.0
0.005062103271484375,0.0018486976623535156,0.0
0.0050618648529052734,0.001848459243774414,0.0
0.005062103271484375,0.001848459243774414,0.0
0.0050618648529052734,0.001848459243774414,0.0
0.005062103271484375,0.001848459243774414,0.0
0.005062103271484375,0.0018486976623535156,0.0
0.005062103271484375,0.001848459243774414,0.0
0.005062103271484375,0.001848459243774414,0.0
0.005062103271484375,0.0018486976623535156,0.0
0.0050618648529052734,0.0018486976623535156,0.0
0.0050618648529052734,0.001848459243774414,0.0
0.0050618648529052734,0.001848459243774414,0.0
